term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006364,"rRNA processing",0.952%,-4.273,-2.275,5.087,-25.4908,0.632,0.400,6364,0
GO:0042273,"ribosomal large subunit biogenesis",0.151%,null,null,4.287,-7.5751,0.838,0.752,6364,1
GO:0042274,"ribosomal small subunit biogenesis",0.255%,null,null,4.515,-10.7033,0.832,0.789,6364,1
GO:0043933,"macromolecular complex subunit organization",2.371%,null,null,5.483,-3.9066,0.812,0.653,6364,1
GO:0000027,"ribosomal large subunit assembly",0.079%,null,null,4.005,-15.2815,0.814,0.871,6364,1
GO:0000028,"ribosomal small subunit assembly",0.020%,null,null,3.409,-11.6596,0.828,0.637,6364,1
GO:0022613,"ribonucleoprotein complex biogenesis",1.614%,null,null,5.316,-15.1158,0.831,0.683,6364,1
GO:0022618,"ribonucleoprotein complex assembly",0.364%,null,null,4.669,-15.3768,0.787,0.791,6364,1
GO:0030490,"maturation of SSU-rRNA",0.104%,null,null,4.124,-3.8996,0.687,0.798,6364,1
GO:0016072,"rRNA metabolic process",0.965%,null,null,5.093,-23.9914,0.773,0.702,6364,1
GO:0044085,"cellular component biogenesis",4.355%,null,null,5.747,-14.3585,0.842,0.577,6364,1
GO:0000470,"maturation of LSU-rRNA",0.047%,null,null,3.779,-6.1391,0.705,0.876,6364,1
GO:0034470,"ncRNA processing",2.222%,null,null,5.455,-19.4101,0.735,0.787,6364,1
GO:0034622,"cellular macromolecular complex assembly",1.211%,null,null,5.191,-7.4841,0.788,0.825,6364,1
GO:0065003,"macromolecular complex assembly",1.497%,null,null,5.283,-4.6946,0.788,0.848,6364,1
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.066%,null,null,3.928,-3.1618,0.697,0.839,6364,1
GO:0010608,"posttranscriptional regulation of gene expression",0.719%,-4.593,-5.422,4.965,-4.6498,0.776,0.405,10608,0
GO:0044260,"cellular macromolecule metabolic process",34.276%,-6.120, 2.658,6.643,-34.1605,0.782,0.414,44260,0
GO:1901564,"organonitrogen compound metabolic process",17.886%,-3.739, 1.844,6.361,-27.1555,0.840,0.415,1901564,0
GO:0071702,"organic substance transport",4.980%, 5.244,-0.290,5.805,-54.6737,0.839,0.423,71702,0
GO:0051234,"establishment of localization",17.756%,null,null,6.358,-36.1694,0.818,0.794,71702,1
GO:0006810,"transport",17.616%,null,null,6.354,-37.3107,0.815,0.600,71702,1
GO:0002181,"cytoplasmic translation",0.064%,-6.461,-4.019,3.915,-57.4895,0.786,0.429,2181,0
GO:0071826,"ribonucleoprotein complex subunit organization",0.377%, 1.067,-6.591,4.685,-14.9031,0.823,0.439,71826,0
GO:0006396,"RNA processing",3.210%,-5.728,-1.487,5.615,-11.1433,0.748,0.453,6396,0
GO:0015833,"peptide transport",0.298%, 5.063,-1.230,4.582,-67.2291,0.845,0.460,15833,0
GO:0042886,"amide transport",0.337%,null,null,4.636,-66.4023,0.869,0.689,15833,1
GO:1901566,"organonitrogen compound biosynthetic process",14.064%,-4.658, 0.379,6.256,-78.3215,0.794,0.460,1901566,0
GO:0016070,"RNA metabolic process",15.951%,-5.518, 0.562,6.311,-64.9747,0.724,0.464,16070,0
GO:0090304,"nucleic acid metabolic process",21.449%,null,null,6.440,-53.1391,0.729,0.577,16070,1
GO:0006139,"nucleobase-containing compound metabolic process",26.547%,null,null,6.532,-46.0357,0.760,0.597,16070,1
GO:0034248,"regulation of cellular amide metabolic process",0.700%,-3.904,-5.191,4.954,-4.8665,0.731,0.488,34248,0
