gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value,partition_assignment
ENSG00000143110,C1orf162,5,0.18354898865286692,2.024441443744334,0.8671023965141612,0.2116808688232812,0.20467116542106367,3.22170990510411e-182,1.3711404053528786e-176,CEBPD+ MCL1+ Monocytic
ENSG00000143110,C1orf162,7,0.18950016522436988,2.0116069341257616,0.8995314940135346,0.21066540358565655,0.2428018807387103,1.483759137759531e-187,6.314789864756298e-182,CD14+ Monocytic
ENSG00000116824,CD2,2,0.22929729122156367,1.110955975175582,0.4895196126750355,0.46841287924817265,0.10452158898849354,1.0116943638287043e-187,4.3057105107931356e-182,T
ENSG00000143384,MCL1,5,0.21458282113251093,2.274188857970825,0.8823529411764706,0.24319386395017906,0.2274269630138526,2.456501185434877e-202,1.0454721655139712e-196,CEBPD+ MCL1+ Monocytic
ENSG00000163131,CTSS,3,0.19982221546146128,7.924403498573442,0.9764898609758257,0.2046331697307896,0.23468141034287543,0,0,Myelomonocytic 1
ENSG00000163131,CTSS,4,0.269926813681246,11.448563812895147,0.998896528308293,0.2702249993183854,0.5505594309048558,0,0,Myelomonocytic 2
ENSG00000163131,CTSS,5,0.18205286487781613,6.840085877828066,0.9945533769063181,0.18304986851898708,0.3213581304491035,1.5027583859626158e-285,6.395649525153735e-280,CEBPD+ MCL1+ Monocytic
ENSG00000163131,CTSS,7,0.176291678416042,6.545204059931564,0.9958355023425299,0.17702891491752049,0.32566650727377433,3.3726329582169192e-251,1.4353723512193716e-245,CD14+ Monocytic
ENSG00000197747,S100A10,3,0.1838850513425439,4.817776183009931,0.8613300274506331,0.21348965609245896,0.08319889058513198,6.341419623754294e-137,2.6988701433520846e-131,Myelomonocytic 1
ENSG00000163191,S100A11,3,0.2108513768249216,5.361516210691301,0.9397857079606836,0.22436112300799393,0.17112952672142678,2.4994642288106274e-280,1.0637569789964301e-274,Myelomonocytic 1
ENSG00000163191,S100A11,6,0.17959342541722972,4.240029731443836,0.9559849704777241,0.18786218503778718,0.19896901616842722,7.693845301463209e-246,3.274454397230933e-240,CD16+ Monocytic
ENSG00000163220,S100A9,3,0.2028017463473467,48.88046676301885,0.9566545647746392,0.2119905698616732,0.1354876296999256,4.197357591733209e-222,1.7863702068961033e-216,Myelomonocytic 1
ENSG00000163220,S100A9,4,0.19822353864864148,45.041725364407014,0.994737288854936,0.19927225094458956,0.29294422376058155,0,0,Myelomonocytic 2
ENSG00000163220,S100A9,5,0.3274107807975055,86.90270498773714,0.9989106753812637,0.32776782635998913,0.5223750683669339,0,0,CEBPD+ MCL1+ Monocytic
ENSG00000163220,S100A9,7,0.19808647565582668,45.02829916133494,0.9942738157209786,0.19922728781928956,0.35734720322685354,1.4205812358398217e-275,6.045908504860131e-270,CD14+ Monocytic
ENSG00000163221,S100A12,5,0.29726419494574435,4.904259465228076,0.8064633260711692,0.36860224803267894,0.28886307265021766,9.913264301381745e-257,4.219025807082262e-251,CEBPD+ MCL1+ Monocytic
ENSG00000143546,S100A8,3,0.19339020992421754,32.13739760714632,0.9010448950677411,0.2146288281336729,0.10557901035391544,2.386023788457448e-173,1.0154774082247592e-167,Myelomonocytic 1
ENSG00000143546,S100A8,4,0.19122419614812072,28.736766374044127,0.969612087259146,0.19721721568948702,0.21744588215452987,1.5458319581435852e-304,6.57896806394161e-299,Myelomonocytic 2
ENSG00000143546,S100A8,5,0.2938680194970547,49.717048653395075,0.9843863471314451,0.298529150016558,0.42073420612174767,0,0,CEBPD+ MCL1+ Monocytic
ENSG00000143546,S100A8,7,0.23462391072613625,36.612030905489966,0.9906298802706923,0.2368431594876026,0.39324620830296253,3.172726287997414e-303,1.3502932718139715e-297,CD14+ Monocytic
ENSG00000197956,S100A6,3,0.2006953479020361,15.993736063251836,0.9930930665013725,0.20209117823073508,0.21706537211323995,0,0,Myelomonocytic 1
ENSG00000197956,S100A6,7,0.19677800804402926,15.46182337952604,0.9989588755856325,0.1969830919502763,0.4129589595797134,2.01419e-318,8.57228031323e-313,CD14+ Monocytic
ENSG00000196154,S100A4,3,0.18585990115067816,17.72688801595195,0.995129726379173,0.1867695198162136,0.1961827139089454,2.43e-321,1.03453516e-315,Myelomonocytic 1
ENSG00000196154,S100A4,7,0.17537102434564653,16.326417360061114,0.9994794377928162,0.17546236342082655,0.3205120205184452,3.1015509285588546e-247,1.3200014658890771e-241,CD14+ Monocytic
ENSG00000177954,RPS27,2,0.16566626429168663,47.22018214494413,1,0.16566626429168663,0.17636441404654712,3.4805641e-316,1.48130720468145e-310,T
ENSG00000177954,RPS27,8,0.1766265609739348,51.37193714709381,1,0.1766265609739348,0.3981060927366973,4.217426217141147e-258,1.7949112934579694e-252,B
ENSG00000163563,MNDA,3,0.18908090746180292,2.8939210452656448,0.7616665190826175,0.24824631610371917,0.11702006608285596,5.472849793857756e-192,2.3292120351670977e-186,Myelomonocytic 1
ENSG00000163563,MNDA,4,0.20035629706357486,2.724350949623846,0.8447500212206095,0.23717820897367115,0.20109179762746154,1.1806361200843992e-281,5.024716488911998e-276,Myelomonocytic 2
ENSG00000163563,MNDA,7,0.27123241101603474,3.5585642008260803,0.9344091618948465,0.2902715663296951,0.4056219991057965,9.15357981444e-313,3.895708647544737e-307,CD14+ Monocytic
ENSG00000179639,FCER1A,9,0.19445907202979718,1.7159130786285473,0.3220689655172414,0.6037808446321326,0.11925039228340785,1.2965826642211768e-82,5.518178023965475e-77,GATA2+ SOX4+
ENSG00000158869,FCER1G,3,0.17642825993731487,6.500858318038121,0.9654653325068626,0.1827390937789688,0.20808448561632206,0,0,Myelomonocytic 1
ENSG00000158869,FCER1G,4,0.20767603404804869,7.822342157281242,0.9878618113912232,0.21022781896546328,0.3455696330016082,0,0,Myelomonocytic 2
ENSG00000158869,FCER1G,6,0.2379576530771066,9.320355304514377,0.9915458937198067,0.23998652466241688,0.4074035882542372,0,0,CD16+ Monocytic
ENSG00000203747,FCGR3A,6,0.2660561772462465,1.8558736051225926,0.7002147074610843,0.3799637088614467,0.21433153213567868,9.112287091952125e-265,3.878134712612273e-259,CD16+ Monocytic
ENSG00000116191,RALGPS2,8,0.2515914414879529,0.957172417583843,0.4716394716394716,0.5334401733031227,0.18962255004651232,1.197061879011697e-123,5.094623533361041e-118,B
ENSG00000123689,G0S2,6,0.19881223523305597,1.3594088890525453,0.36366076221148685,0.5466969656666911,0.10239371049787961,3.5113915696830466e-127,1.4944271837076865e-121,CD16+ Monocytic
ENSG00000143878,RHOB,6,0.19455131567340367,1.5718767841269385,0.6580783682232958,0.2956354821366648,0.12872020937288334,1.7803779890019178e-159,7.577181898512822e-154,CD16+ Monocytic
ENSG00000068912,ERLEC1,12,0.3788801856781245,1.312320219835007,0.8605577689243028,0.4402728083574502,0.43034997911296285,3.5641972356123835e-115,1.5169009582932168e-109,B/PC
ENSG00000143947,RPS27A,2,0.1489629003011725,28.63176233155961,0.9999420172208854,0.14897153808495966,0.12860896126446572,1.0204180491829435e-230,4.342837992239656e-225,T
ENSG00000233723,LINC01122,10,0.25428077001995997,0.47058922144376036,0.3039443155452436,0.8366031441114714,0.1688202406703064,2.3791612638032292e-91,1.0125567589070715e-85,ENO1+
ENSG00000119866,BCL11A,13,0.2717797461370481,1.3327629221103912,0.6813186813186813,0.39890253062050607,0.2829352374228183,2.4152904597117495e-62,1.0279331279105622e-56,DC
ENSG00000119865,CNRIP1,9,0.2660088322627162,0.3857761223367644,0.30137931034482757,0.8826380017870447,0.1567179493694267,5.01606361101083e-108,2.134806576464543e-102,GATA2+ SOX4+
ENSG00000071082,RPL31,2,0.15436043644350336,14.554954497189382,0.9984924477430204,0.15459349421462099,0.09339312000643771,7.005250747297932e-168,2.9813926865455164e-162,T
ENSG00000115590,IL1R2,5,0.31434877294936125,1.350474588445261,0.5573710965867829,0.5639847040407433,0.23175106076553487,3.6789780961287006e-206,1.5657510038437983e-200,CEBPD+ MCL1+ Monocytic
ENSG00000136732,GYPC,11,0.26416667733711724,2.6470418640205184,0.7689393939393939,0.3435468119063988,0.24669084442646574,3.2330007089265377e-127,1.375945703714881e-121,Erythrocytic
ENSG00000115271,GCA,7,0.17886981088010198,0.9574617525032204,0.6533055700156168,0.27379195753041907,0.1667994056011686,2.567070960834673e-129,1.0925299985054718e-123,CD14+ Monocytic
ENSG00000153253,SCN3A,10,0.15334453149130137,0.31437486004567106,0.20649651972157773,0.742601045761246,0.11000499246977867,3.906421550355909e-60,1.6625495733021728e-54,ENO1+
ENSG00000138449,SLC40A1,9,0.20178696180783395,0.6557427284326883,0.416551724137931,0.4844223420883431,0.17170017945499935,3.423627076664964e-118,1.4570751420661488e-112,GATA2+ SOX4+
ENSG00000114942,EEF1B2,1,0.17504190753415155,7.459609084710377,0.9869347875482845,0.17735914240999218,0.1205277981621327,8.794536289428823e-187,3.74290187756317e-181,Proliferative
ENSG00000224137,AC079767.4,8,0.18217855305666336,0.4742258277926601,0.21678321678321677,0.8403720350678343,0.09940408929590841,1.2102470734230592e-65,5.150738929664135e-60,B
ENSG00000206560,ANKRD28,1,0.3282115863195429,3.574588476308317,0.9343331061122472,0.35127898623353804,0.3546906937769606,0,0,Proliferative
ENSG00000206560,ANKRD28,9,0.17411219073710654,2.0502508077910053,0.7558620689655172,0.23034915745328877,0.14512178329147973,3.68882644771224e-100,1.5699424031876432e-94,GATA2+ SOX4+
ENSG00000168028,RPSA,2,0.155517350289871,8.107883165447575,0.9836198649001247,0.15810716704634875,0.06228378381205101,1.7202483793191584e-112,7.321273887479579e-107,T
ENSG00000188846,RPL14,2,0.14558289050292858,12.769836776925338,0.9978836285623169,0.1458916514270051,0.06671654835775875,2.233529823072512e-120,9.505768915207226e-115,T
ENSG00000233276,GPX1,5,0.1814257392158921,6.826710678209288,0.9847494553376906,0.18423542986746566,0.21455416436465893,5.925345579268089e-191,2.521791526463023e-185,CEBPD+ MCL1+ Monocytic
ENSG00000145050,MANF,12,0.46164276954197825,2.538693229856589,0.9282868525896414,0.4973061594636762,0.5699269238293997,5.2695881721467635e-152,2.2427051085366297e-146,B/PC
ENSG00000163687,DNASE1L3,13,0.3704762283034589,0.6483453264430288,0.4340659340659341,0.8535021968510065,0.3242380600011972,3.4516834446431625e-71,1.469015763939462e-65,DC
ENSG00000121552,CSTA,3,0.1744649257911326,2.2928042728582256,0.7693261312317364,0.22677628993545818,0.10986075130859516,2.5322947737722826e-180,1.0777294619488408e-174,Myelomonocytic 1
ENSG00000121552,CSTA,5,0.2127235835747878,2.371897796241039,0.9143064633260711,0.23266113946186084,0.3053513356573552,2.3842812969686795e-271,1.0147358143020882e-265,CEBPD+ MCL1+ Monocytic
ENSG00000179348,GATA2,9,0.18574288578268006,0.44593185562901955,0.36482758620689654,0.5091251122587639,0.14405863877714098,1.940997770728273e-99,8.260770052353286e-94,GATA2+ SOX4+
ENSG00000163751,CPA3,1,0.22575880231242676,0.5539950133287564,0.4129175187457396,0.54674067353253,0.0999475212558118,3.933431606870948e-155,1.6740448912946343e-149,Proliferative
ENSG00000152492,CCDC50,13,0.28045580025988226,1.2487084210554455,0.5659340659340659,0.4955626761873648,0.25517844804663664,2.126193978490337e-56,9.048954000816164e-51,DC
ENSG00000170891,CYTL1,9,0.16829870180157003,0.41325930496342583,0.3620689655172414,0.4648249859281458,0.14650650113011596,4.2423760936514966e-101,1.805529811201515e-95,GATA2+ SOX4+
ENSG00000109684,CLNK,10,0.27672285824667997,0.6250726572312529,0.3677494199535963,0.7524766681660509,0.2017557122902897,7.776292372905683e-109,3.3095433761544213e-103,ENO1+
ENSG00000004468,CD38,12,0.4367695331387536,1.403887083490178,0.8645418326693227,0.5052034692065768,0.501472944464799,6.167982022326922e-134,2.625056140810204e-128,B/PC
ENSG00000171476,HOPX,1,0.24996935903640133,1.6504381155852144,0.7578959327425585,0.3298201616307007,0.19482914622082406,2.219262731353173e-301,9.445049028875222e-296,Proliferative
ENSG00000171476,HOPX,10,0.19206525895624152,1.443103954798681,0.6450116009280742,0.2977702396048205,0.19521282587718078,2.317324351423094e-105,9.862393400195602e-100,ENO1+
ENSG00000128040,SPINK2,10,0.4020713976840868,2.489842201790637,0.7424593967517401,0.5415399137557544,0.4095364348089174,2.2637996346409616e-219,9.634595417053855e-214,ENO1+
ENSG00000163453,IGFBP7,1,0.35290212758934425,1.710085404225388,0.7797659622812997,0.45257441932562226,0.2605297256620132,0,0,Proliferative
ENSG00000132465,IGJ,12,0.8051877965135213,83.60775601860854,0.9960159362549801,0.8084085476995755,0.8432452104995704,2.8879456640946613e-224,1.2290923469647033e-218,B/PC
ENSG00000145287,PLAC8,13,0.37550440176210137,7.7839431534180825,0.9835164835164835,0.38179777162403605,0.5105147014711132,4.350987641462967e-111,1.85175423428079e-105,DC
ENSG00000145335,SNCA,11,0.24223336071666807,1.0525660571513937,0.5707070707070707,0.424444295769029,0.2310841333381748,2.8392069114778635e-119,1.2083494262835098e-113,Erythrocytic
ENSG00000153064,BANK1,8,0.27496252519027514,1.0233776857777186,0.49805749805749805,0.552069843868774,0.219896936350265,3.934695727302095e-143,1.6745828933654077e-137,B
ENSG00000250361,GYPB,11,0.44030254581181183,1.3164451332883347,0.5315656565656566,0.8283126277504869,0.3243197147784495,9.270032812319731e-167,3.945270344726404e-161,Erythrocytic
ENSG00000170180,GYPA,11,0.382783498628502,1.293381140555666,0.45075757575757575,0.8492003667052481,0.2562905249694285,4.193260177773309e-132,1.7846263720992535e-126,Erythrocytic
ENSG00000164120,HPGD,10,0.2477227982696201,1.0432342920861026,0.4756380510440835,0.5208220783132013,0.2116719047226198,4.214730313066258e-114,1.793763932859121e-108,ENO1+
ENSG00000129128,SPCS3,12,0.4278097086705442,3.0555372977703388,0.9681274900398407,0.44189397891484195,0.5887556762962457,5.623193983826325e-157,2.3931976203525808e-151,B/PC
ENSG00000113387,SUB1,12,0.3911732915626111,12.258453362384286,0.9960159362549801,0.39273798472886157,0.7937225722207438,3.7032163892266016e-211,1.5760666759565064e-205,B/PC
ENSG00000168685,IL7R,2,0.2975153711925142,2.131574478946734,0.607079697329893,0.4900762988798182,0.142826743334967,3.935863995746341e-256,1.675080101405668e-250,T
ENSG00000145741,BTF3,1,0.1705131283651114,5.317872010014626,0.9840377187002954,0.17327905742304572,0.12367971639786725,1.2403419170057269e-191,5.2788207782613534e-186,Proliferative
ENSG00000038427,VCAN,5,0.19360277711180052,2.64553853288042,0.8278867102396514,0.23385177551135905,0.2381310149257451,8.350594244511685e-212,3.553962806898706e-206,CEBPD+ MCL1+ Monocytic
ENSG00000038427,VCAN,7,0.2339694017202395,3.1000605914001373,0.8875585632483082,0.2636101001199883,0.3349522516828046,2.431911113385307e-258,1.0350067783901063e-252,CD14+ Monocytic
ENSG00000081189,MEF2C,10,0.1812058368651664,1.9431461547385855,0.759860788863109,0.23847241431721133,0.14558692034933604,5.102668964034966e-79,2.1716652950794972e-73,ENO1+
ENSG00000169567,HINT1,1,0.21216009425472235,6.286585957111273,0.9894910247670984,0.21441335893335622,0.24716628810615543,0,0,Proliferative
ENSG00000120738,EGR1,5,0.2976656815265785,2.0869489407560287,0.7977487291212781,0.37313212877751356,0.33399902923431485,9.047468855221985e-297,3.8505484599693454e-291,CEBPD+ MCL1+ Monocytic
ENSG00000170476,MZB1,12,0.7741862741042862,17.521731232956547,0.9960159362549801,0.7772830192007033,0.9147126102335233,3.4035665551295516e-243,1.4485375044638064e-237,B/PC
ENSG00000170458,CD14,7,0.18696762072547696,1.3679296132239602,0.7334721499219157,0.25490759362217263,0.21724001134491386,5.917108781711002e-168,2.518285994843512e-162,CD14+ Monocytic
ENSG00000019582,CD74,8,0.2022128734516789,13.625852734333849,0.993006993006993,0.20363690777176113,0.2864116333439913,5.534066749152713e-186,2.3552656040389e-180,B
ENSG00000181163,NPM1,1,0.1803694278201093,4.671758576943246,0.9701772324471711,0.18591389468617625,0.1350632988606827,3.690542953698756e-209,1.5706729378364684e-203,Proliferative
ENSG00000120129,DUSP1,5,0.19611007823860968,6.1824943209429435,0.9836601307189542,0.19936772073426767,0.24194981805844204,3.489961202520747e-215,1.485306548025615e-209,CEBPD+ MCL1+ Monocytic
ENSG00000183072,NKX2-5,10,0.16563387665327464,0.3158708279982015,0.23317865429234338,0.7103303565926504,0.11843194403228814,1.3160497436388677e-64,5.601028745942403e-59,ENO1+
ENSG00000021355,SERPINB1,1,0.20633726014636775,2.3383305184118823,0.8454328561690525,0.24406108497054746,0.1579635805513225,1.8718511196731967e-244,7.966486054261944e-239,Proliferative
ENSG00000021355,SERPINB1,9,0.19409806239182245,2.160870721853579,0.8441379310344828,0.2299364301210315,0.2003877636531796,1.150029188813302e-137,4.8944552258380844e-132,GATA2+ SOX4+
ENSG00000137198,GMPR,11,0.24025104147396195,0.6962070883556774,0.43308080808080807,0.5547487604879822,0.19170057809052388,3.0984564816673733e-99,1.3186844878587441e-93,Erythrocytic
ENSG00000124766,SOX4,9,0.25424352572957876,2.5282394501599343,0.7751724137931034,0.32798319600346015,0.23527106456711275,2.313942855772357e-161,9.848001957595806e-156,GATA2+ SOX4+
ENSG00000227507,LTB,2,0.1909358497340365,3.826040967615039,0.7485576783695242,0.2550716601423749,0.09682294584123709,5.396742401043168e-174,2.2968211854295663e-168,T
ENSG00000227507,LTB,8,0.26872748515129496,5.0300848817526935,0.8562548562548562,0.31384053846616755,0.29776020610384385,2.6604805466494282e-193,1.1322845577707167e-187,B
ENSG00000204482,LST1,3,0.19380031808027978,6.633042064331415,0.9656424333658018,0.20069573517474548,0.19742786906334422,2e-323,8.410855e-318,Myelomonocytic 1
ENSG00000204482,LST1,4,0.22321992368285443,7.750598448135178,0.9887106357694593,0.22576870886913702,0.3453551185525452,0,0,Myelomonocytic 2
ENSG00000204482,LST1,6,0.21163610649181533,7.329107303824371,0.9778582930756844,0.21642819618183173,0.2799492455998705,0,0,CD16+ Monocytic
ENSG00000204472,AIF1,3,0.18559836153166645,8.058293208570454,0.9818471619587354,0.18902978867037423,0.21032182874513344,0,0,Myelomonocytic 1
ENSG00000204472,AIF1,4,0.21942046411449578,9.930212639804116,0.9910873440285205,0.22139366972703622,0.32320980840411884,0,0,Myelomonocytic 2
ENSG00000204472,AIF1,6,0.18563786636352256,8.011007494013022,0.9864465915190553,0.1881884614529955,0.2610323658817671,2.17e-322,9.2519405e-317,CD16+ Monocytic
ENSG00000204287,HLA-DRA,3,0.16935443607886697,10.516806917645884,0.9573629682103958,0.17689679014370296,0.0761898862766623,1.5863541524367397e-125,6.751428091521618e-120,Myelomonocytic 1
ENSG00000204287,HLA-DRA,8,0.18241564811965996,11.27348183383146,0.9782439782439782,0.18647254895155074,0.18772078536718212,2.0026727517623068e-122,8.523255071135273e-117,B
ENSG00000198502,HLA-DRB5,3,0.18063042993446934,1.9032787748139626,0.6258744354910122,0.28860490170486164,0.07642303670771734,6.626898599221213e-126,2.820368282436953e-120,Myelomonocytic 1
ENSG00000196126,HLA-DRB1,4,0.23959870572533648,7.529387054535229,0.9797130973601562,0.24456007209757313,0.2874574941931407,0,0,Myelomonocytic 2
ENSG00000196735,HLA-DQA1,8,0.2175399545006562,1.690408446248753,0.6317016317016317,0.3443713670877546,0.21611898603840723,1.0638924822259554e-140,4.527862570804733e-135,B
ENSG00000179344,HLA-DQB1,8,0.21347440334937579,2.2695725259755855,0.7094017094017094,0.3009217492997225,0.1811621285801493,3.3171196159243255e-118,1.4117462058196974e-112,B
ENSG00000231389,HLA-DPA1,4,0.22519860504373726,6.569993292883882,0.9497495968084203,0.2371136621700124,0.20744775087205386,1.5182739051884938e-290,6.4616826440479186e-285,Myelomonocytic 2
ENSG00000223865,HLA-DPB1,8,0.17815258907578355,5.049100908166296,0.8896658896658897,0.20024662195679777,0.1457878116020527,1.8567476044157416e-95,7.902206399537131e-90,B
ENSG00000124762,CDKN1A,5,0.17808637912666575,1.139396711542794,0.5878721859114016,0.302933840713303,0.13082800497465616,4.897413032294458e-117,2.0843096020663275e-111,CEBPD+ MCL1+ Monocytic
ENSG00000096384,HSP90AB1,9,0.172303008174759,3.3332660669944727,0.9172413793103448,0.1878491442506771,0.13931503976441942,3.202572333260565e-96,1.3629955696016969e-90,GATA2+ SOX4+
ENSG00000132424,PNISR,10,0.14498164901401753,2.255140983758782,0.8410672853828306,0.17237818131045946,0.08675681752535497,8.572695285355014e-48,3.648487677275382e-42,ENO1+
ENSG00000135535,CD164,10,0.39016429343382153,6.127465281865378,0.9559164733178654,0.40815730696596375,0.5252648330400165,3.8422151006155364e-281,1.6352236935313685e-275,ENO1+
ENSG00000111912,NCOA7,10,0.15384766729175106,0.8892108491562228,0.5092807424593968,0.3020881303086319,0.12452901939892452,7.646366819132638e-68,3.254247840021936e-62,ENO1+
ENSG00000118520,ARG1,11,0.1863192757104642,0.21263088810593636,0.20202020202020202,0.9222804147667978,0.11347135719077527,1.8774609311749879e-59,7.990361075424877e-54,Erythrocytic
ENSG00000112306,RPS12,2,0.15591644532473542,38.69342297011011,0.9998840344417708,0.15593452835936383,0.11364027991100714,5.452795181992467e-204,2.320676912684902e-198,T
ENSG00000118503,TNFAIP3,6,0.25326207625980796,1.648146731121675,0.6894793344068706,0.367323665295463,0.1840603408341268,1.7360125066202001e-227,7.388365067425174e-222,CD16+ Monocytic
ENSG00000075624,ACTB,3,0.162512125111939,19.33902522200393,0.9998228991410608,0.1625409112469336,0.2106279710332381,0,0,Myelomonocytic 1
ENSG00000005108,THSD7A,1,0.18954556782088655,0.3000763568308242,0.27323335605544197,0.6937131342866708,0.0675782244368709,2.0267706176263915e-105,8.625814142380865e-100,Proliferative
ENSG00000122644,ARL4A,6,0.20245154504557433,1.7855141492484943,0.7669082125603864,0.2639840618861977,0.1541748547996805,9.767318623709614e-191,4.15691220233907e-185,CD16+ Monocytic
ENSG00000106537,TSPAN13,13,0.2791613455412674,0.8087421214887962,0.47802197802197804,0.5839926998679387,0.25703894962904966,8.494096209819418e-57,3.615036382321885e-51,DC
ENSG00000127951,FGL2,4,0.211879284767808,1.669432251924486,0.7686104744928275,0.2756653621037599,0.16256088559229995,7.936242467964241e-228,3.3776171769107733e-222,Myelomonocytic 2
ENSG00000105810,CDK6,1,0.19841443830003153,1.04883244954083,0.6395705521472392,0.31023072846911404,0.12355695536845332,1.916383610244529e-191,8.1560136621841e-186,Proliferative
ENSG00000105835,NAMPT,6,0.18870649614757987,1.2030433269447338,0.6540526033279657,0.28851883653913935,0.1383095986125705,3.006660199359285e-171,1.2796165408861155e-165,CD16+ Monocytic
ENSG00000172331,BPGM,11,0.25752928842932743,0.7530373270000484,0.43308080808080807,0.5946448875685928,0.19252024574363205,1.18633390314319e-99,5.048965911743228e-94,Erythrocytic
ENSG00000155660,PDIA4,12,0.4419484928149593,1.79445468786503,0.9083665338645418,0.4865310162129596,0.5484997030204085,2.3914267349441325e-146,1.0177768698318132e-140,B/PC
ENSG00000002933,TMEM176A,7,0.17250314588475008,0.5524855684558385,0.4940135346173868,0.34918708455701253,0.16306311654368832,1.8597423526746314e-126,7.914951868442071e-121,CD14+ Monocytic
ENSG00000185291,IL3RA,13,0.32912463138340103,0.8628014592407556,0.554945054945055,0.5930760684334553,0.31697191319308154,1.2417563837344419e-69,5.2848406637907606e-64,DC
ENSG00000002586,CD99,1,0.24001709646317762,3.355593230584821,0.9002499431947285,0.26661162078103096,0.19147586719275606,3.386664739622512e-296,1.4413441931949034e-290,Proliferative
ENSG00000182287,AP1S2,6,0.19429638789953363,2.340057429731757,0.833870101986044,0.2330055813690577,0.14428688170782347,1.3724108673416176e-178,5.840898306753884e-173,CD16+ Monocytic
ENSG00000123131,PRDX4,12,0.37930722587236615,1.2246354931968408,0.8047808764940239,0.4713173945245738,0.3940139576823159,1.3593628130554669e-105,5.785366570595284e-100,B/PC
ENSG00000130066,SAT1,6,0.24550760113194708,12.73670926996541,0.9961084272678475,0.24646674439381244,0.4133738726053766,0,0,CD16+ Monocytic
ENSG00000102265,TIMP1,6,0.2023904762624104,3.1723318506293228,0.8428609769189479,0.24012320157737344,0.13554476411554678,7.462009660624572e-168,3.175786539503854e-162,CD16+ Monocytic
ENSG00000158578,ALAS2,11,0.6539648355895663,1.6281085419999741,0.7272727272727273,0.8992016489356537,0.531096485500985,2.2398499675308462e-272,9.532667070813229e-267,Erythrocytic
ENSG00000166681,NGFRAP1,9,0.15643431752694237,0.6378862475276196,0.4917241379310345,0.31813430633108897,0.12918493325326008,2.3759597365816052e-89,1.0111942081307116e-83,GATA2+ SOX4+
ENSG00000136573,BLK,8,0.16054861441062215,0.36242881372254176,0.23776223776223776,0.6752485841387932,0.1016309854516024,4.483112817614169e-67,1.9079859164996845e-61,B
ENSG00000147454,SLC25A37,11,0.4963729258319971,3.643411956615071,0.8585858585858586,0.5781284665572672,0.5107893923256043,5.527827089367797e-262,2.3526100422723982e-256,Erythrocytic
ENSG00000104765,BNIP3L,11,0.20402004479498168,1.247142376965376,0.6931818181818182,0.29432399904849815,0.18208507813261646,2.409724307114212e-94,1.025564206761966e-88,Erythrocytic
ENSG00000157110,RBPMS,10,0.1823129261561907,0.38188166878156343,0.2853828306264501,0.6388363510025871,0.13499855514872527,2.1241988563364275e-73,9.040462880636455e-68,ENO1+
